IC4182, 196.4554, 37.6064, 11.8, 4.8
IC764, 182.5583, -29.7369, 12.9, 4.8
IC2469, 140.7558, -32.4497, 12.0, 4.7
IC239, 39.1163, 38.9689, 11.8, 4.6
IC2233, 123.4958, 45.7397, 13.1, 4.6
IC2133, 85.5163, 69.3786, 11.7, 4.5
IC5308, 349.8367, -42.2581, 12.1, 4.4
IC5176, 333.7292, -66.8500, 13.5, 4.4
IC3011, 182.0396, 10.3789, 12.2, 4.3
IC3667, 190.3875, 41.1511, 11.2, 4.2
IC4338, 208.2271, -1.1136, 12.0, 4.2
IC3961, 194.7575, 34.8619, 14.1, 4.2
IC3098, 184.2904, 7.1908, 12.6, 4.2
IC4402, 215.3037, -46.2983, 12.0, 4.2
IC4551, 234.4008, 5.9736, 12.6, 4.1
IC2571, 155.3950, -34.2669, 11.8, 4.1
IC1712, 22.8354, -6.8672, 11.4, 4.1
IC2000, 57.2817, -48.8583, 12.6, 4.1
IC5078, 315.6300, -16.8183, 13.6, 4.1
IC4837, 288.8163, -54.1331, 12.6, 4.1
IC4633, 258.4462, -77.5358, 13.7, 4.0
IC5269, 344.1521, -36.2500, 13.2, 4.0
IC983, 212.5179, 17.7344, 12.5, 3.9
IC5237, 340.5746, -30.0575, 12.7, 3.9
IC4901, 298.5979, -58.7133, 12.2, 3.8
IC284, 46.5412, 42.3717, 12.5, 3.8
IC3104, 184.6921, -79.7308, 13.2, 3.7
IC3877, 193.7021, 19.1764, 13.7, 3.7
IC3588, 189.2350, 14.2175, 11.8, 3.6
IC4710, 277.1617, -66.9831, 12.5, 3.6
IC1983, 55.2371, -22.5642, 12.8, 3.6
IC1898, 47.5850, -22.4039, 13.4, 3.6
IC5249, 341.7767, -64.8306, 14.3, 3.6
IC4765, 281.8254, -63.3311, 12.2, 3.5
IC4831, 288.6838, -62.2719, 12.3, 3.5
IC4810, 285.7504, -56.1603, 13.1, 3.5
IC4871, 293.9258, -57.5189, 13.8, 3.5
IC4872, 293.9258, -57.5189, 13.8, 3.5
IC5294, 349.0442, -42.5847, 11.3, 3.4
IC1914, 49.8546, -49.5992, 13.3, 3.4
IC4375, 212.0121, -33.3147, 12.5, 3.4
IC5071, 315.3329, -72.6431, 13.2, 3.4
IC3322, 186.4279, 7.2169, 13.8, 3.4
IC421, 83.0354, -7.9178, 15.0, 3.3
IC1558, 8.9463, -25.3744, 12.6, 3.3
IC2585, 157.6104, -35.3600, 12.9, 3.3
IC529, 139.6371, 73.7597, 12.3, 3.3
IC629, 159.2596, -27.5656, 12.7, 3.3
IC1723, 25.8087, 8.8889, 13.9, 3.3
IC4329, 207.2721, -30.2961, 12.2, 3.2
IC4662, 266.7854, -64.6419, 11.7, 3.2
IC165, 27.5587, 27.6461, 13.3, 3.2
IC5270, 344.4792, -35.8578, 12.9, 3.2
IC5096, 319.5896, -63.7608, 13.1, 3.2
IC5250, 341.8217, -65.0606, 12.1, 3.1
IC4212, 198.0117, -6.9936, 14.5, 3.1
IC2560, 154.0775, -33.5633, 12.5, 3.1
IC4785, 283.2300, -59.2550, 13.0, 3.1
IC467, 112.5742, 79.8725, 13.2, 3.1
IC1970, 54.1300, -43.9567, 12.8, 3.1
IC5171, 332.7358, -46.0819, 13.4, 3.1
IC3608, 189.6558, 10.4758, 14.6, 3.1
IC1751, 29.0871, 5.6286, 12.2, 3.0
IC2166, 96.7325, 59.0797, 13.2, 3.0
IC4949, 301.8308, -48.3694, 12.1, 3.0
IC1954, 52.8796, -51.9042, 12.2, 3.0
IC4386, 213.7596, -43.9614, 13.1, 3.0
IC2554, 152.2104, -67.0317, 12.5, 3.0
IC2163, 94.1167, -21.3764, 12.4, 3.0
IC65, 15.2304, 47.6817, 13.5, 3.0
IC2995, 181.4458, -27.9417, 12.9, 3.0
IC4635, 258.9183, -77.4892, 14.8, 3.0
IC2513, 147.5025, -32.8839, 13.3, 3.0
IC2514, 147.5025, -32.8839, 13.3, 3.0
IC5244, 341.0563, -64.0431, 13.4, 3.0
IC1862, 42.9950, -33.3400, 14.1, 3.0
