 NI AC  RH    RM    RS    V     DG    DM    DS   BMAG     X      Y      TYPE
4665      12    45   6.1  +        3     3    19   11.2   3.50    3.5  SB0-a
4203      12    15   5.0  +       33    11    51   11.8   3.50    3.2  E/SB0
5885      15    15   4.2  -       10     5     9   12.3   3.50    3.1   SBc
3433      10    52   4.0  +       10     8    52   12.3   3.50    3.0    Sc
5061      13    18   5.2  -       26    50    14   11.3   3.50    3.0    E1
5085      13    20  17.5  -       24    26    25   12.4   3.50    3.0    Sc
3261      10    29   1.4  -       44    39    27   12.0   3.50    2.8   SBbc
4459      12    29   0.0  +       13    58    43   11.3   3.50    2.7   S0-a
3414      10    51  16.1  +       27    58    30   12.0   3.50    2.6   SB0
6223      16    43   4.2  +       61    34    43   12.7   3.50    2.6   E-S0
7418      22    56  35.9  -       37     1    44   11.8   3.50    2.6   SBc
3941      11    52  55.3  +       36    59    13   11.3   3.50    2.5   SB0
6221      16    52  46.1  -       59    13     6   10.7   3.50    2.5   SBc
157        0    34  46.4  -        8    23    46   11.0   3.50    2.4   SBbc
2663       8    45   8.3  -       33    47    42   11.6   3.50    2.4    E3
7723      23    38  57.0  -       12    57    40   11.9   3.50    2.2   SBb
4914      13     0  42.9  +       37    18    53   12.5   3.50    2.1    E4
918        2    25  50.8  +       18    29    45   13.1   3.50    2.0   SBc
1559       4    17  36.7  -       62    47     2   11.0   3.50    2.0   SBc
4380      12    25  22.1  +       10     1     0   12.7   3.50    1.9   Sab
4424      12    27  11.4  +        9    25    17   12.3   3.50    1.7   SBa
4503      12    32   6.1  +       11    10    32   12.1   3.50    1.7   SB0
7020      21    11  19.9  -       64     1    31   12.8   3.50    1.6   SB0
7021      21    11  19.9  -       64     1    31   12.8   3.50    1.6   SB0
4564      12    36  26.9  +       11    26    23   12.1   3.50    1.5    E6
5878      15    13  45.7  -       14    16    13   12.4   3.50    1.4    Sb
1511       3    59  36.8  -       67    38     5   11.9   3.50    1.3    Sa
7541      23    14  43.2  +        4    32     4   12.4   3.50    1.2   SBc
7581      23    14  43.2  +        4    32     4   12.4   3.50    1.2   SBc
2369       7    16  37.7  -       62    20    38   13.2   3.50    1.1   SBa
2815       9    16  19.5  -       23    38     2   12.8   3.50    1.1   SBb
7817       0     3  58.5  +       20    45     2   12.6   3.50    1.0   Sbc
4307      12    22   5.2  +        9     2    31   12.9   3.50    0.8    Sb
4359      12    24  11.4  +       31    31    17   13.7   3.50    0.8   SBc
3390      10    48   4.3  -       31    32     0   12.9   3.50    0.6    Sb
6368      17    27  11.4  +       11    32    35   13.1   3.50    0.6    Sb
5348      13    54  11.1  +        5    13    38   13.9   3.50    0.5   SBbc
4394      12    25  55.6  +       18    12    51   11.7   3.40    3.2   SBb
3507      11     3  25.5  +       18     8     5   12.7   3.40    2.9   SBb
4589      12    37  24.6  +       74    11    31   11.7   3.40    2.8    E2
5584      14    22  23.8  -        0    23    17   12.1   3.40    2.7   SBc
7552      23    16  10.6  -       42    35     5   11.3   3.40    2.7   SBab
5018      13    13   0.9  -       19    31    10   11.7   3.40    2.6    E3
