NGC4517, 188.1900, 0.1156, 10.4, 10.5
NGC4527, 188.5367, 2.6533, 10.5, 6.2
NGC4535, 188.5842, 8.1975, 10.0, 7.1
NGC4559, 188.9908, 27.9597, 10.0, 10.7
NGC4565, 189.0854, 25.9878, 9.6, 15.8
NGC4570, 189.2217, 7.2469, 10.9, 3.7
NGC4593, 189.9137, -4.6561, 10.9, 3.9
NGC4605, 189.9971, 61.6083, 10.3, 5.9
NGC4618, 190.3875, 41.1511, 10.8, 4.2
NGC4636, 190.7071, 2.6872, 9.5, 5.9
NGC4651, 190.9271, 16.3936, 10.8, 4.0
NGC4656, 190.9921, 32.1697, 10.5, 15.3
NGC4666, 191.2842, 0.4628, 10.7, 4.5
NGC4689, 191.9404, 13.7622, 11.0, 4.3
NGC4697, 192.1492, -4.2000, 9.2, 7.2
NGC4699, 192.2592, -7.3361, 9.5, 3.8
NGC4710, 192.4112, 15.1647, 11.0, 4.9
NGC4725, 192.6104, 25.5000, 9.4, 10.7
NGC4753, 193.0921, -0.8000, 10.0, 6.0
NGC4781, 193.5983, -9.4639, 11.1, 3.4
NGC4856, 194.8379, -14.9578, 10.5, 4.3
NGC4889, 195.0346, 27.9764, 11.5, 2.8
NGC4958, 196.4538, -7.9800, 10.7, 3.9
NGC5005, 197.7337, 37.0586, 9.8, 5.8
NGC5054, 199.2429, -15.3653, 10.9, 5.1
NGC5068, 199.7271, -20.9619, 10.0, 7.3
NGC5077, 199.8817, -11.3433, 11.4, 2.2
NGC5128, 201.3708, -42.9839, 6.8, 25.7
NGC5170, 202.4533, -16.0347, 11.1, 8.2
NGC5204, 202.4004, 58.4183, 11.3, 5.0
NGC5247, 204.5121, -16.1153, 10.0, 5.4
NGC5248, 204.3833, 8.8861, 10.3, 6.2
NGC5364, 209.0496, 5.0156, 10.5, 6.8
NGC5371, 208.9167, 40.4622, 10.6, 4.2
NGC5566, 215.0833, 3.9331, 10.6, 6.6
NGC5585, 214.9487, 56.7289, 10.7, 5.8
NGC5676, 218.1933, 49.4569, 11.2, 3.9
NGC5746, 221.2321, 1.9561, 10.3, 7.4
NGC5846, 226.6208, 1.6053, 10.0, 4.0
NGC5879, 227.4450, 57.0006, 11.6, 4.2
NGC5907, 228.9742, 56.3303, 10.3, 12.6
NGC5985, 234.9046, 59.3319, 11.1, 5.5
NGC6015, 237.8558, 62.3086, 11.1, 5.4
NGC6040, 241.1113, 17.7500, 14.2, 1.3
NGC6503, 267.3646, 70.1436, 10.2, 7.0
NGC6822, 296.2358, -13.1936, 8.7, 15.4
NGC6946, 308.7171, 60.1533, 8.8, 11.5
NGC7217, 331.9671, 31.3594, 10.1, 4.0
NGC7331, 339.2713, 34.4203, 9.5, 10.2
NGC7479, 346.2362, 12.3222, 10.9, 4.0
NGC7606, 349.7700, -7.5136, 10.8, 5.4
NGC7619, 350.0608, 8.2069, 11.1, 2.5
NGC7640, 350.5275, 40.8450, 11.3, 10.5
NGC7741, 355.9762, 26.0753, 11.3, 4.5
NGC7793, 359.4550, -31.4083, 9.1, 9.3
